median_income,h3
64748.61,842b991ffffffff
72852.9,842ab3dffffffff
43144.99,842b8e3ffffffff
47525.08,842aa9bffffffff
63237.17,842ab27ffffffff
66187.92,842ab03ffffffff
58992.27,842b8adffffffff
56464.87,842ad37ffffffff
55332.63,842ad31ffffffff
78862.59,842a317ffffffff
47191.96,842ab6dffffffff
0,842ab55ffffffff
55150.31,842ab61ffffffff
61179.16,842b8c9ffffffff
59196.93,842a949ffffffff
48599.57,842b8e1ffffffff
57971.03,842ab51ffffffff
39543.87,842ad67ffffffff
0,842b9b9ffffffff
42976.63,842b189ffffffff
82832.44,842a159ffffffff
69201.79,842a13bffffffff
0,842b9b1ffffffff
70698.8,842ab21ffffffff
50883.98,842ab63ffffffff
58575.86,842aa65ffffffff
74208.06,842a347ffffffff
57706.37,842a8d1ffffffff
0,842b1b9ffffffff
0,842ab69ffffffff
47385.98,842ad57ffffffff
87396.18,842aa83ffffffff
45069.72,842ad55ffffffff
75332.41,842af63ffffffff
36444.91,842af33ffffffff
62760.67,842ab35ffffffff
105630.16,842a303ffffffff
63629.92,842af01ffffffff
76322.68,842a309ffffffff
104666.93,842a103ffffffff
81288.29,842a341ffffffff
40093.7,842b1e9ffffffff
57766.77,842b8e7ffffffff
71264.23,842af61ffffffff
73189.73,842ab29ffffffff
0,842ac65ffffffff
41824.67,842b1c7ffffffff
158940.46,842a109ffffffff
42672.8,842b115ffffffff
70271.17,842a157ffffffff
70901.96,842aad3ffffffff
0,842b99dffffffff
44110.88,842af39ffffffff
100470.7,842a313ffffffff
55593.29,842ad51ffffffff
65905.71,842baa3ffffffff
71949.01,842a311ffffffff
44683.91,842b181ffffffff
49658.18,842ab5bffffffff
54351.96,842a1a5ffffffff
65420.67,842ab2dffffffff
89613.55,842a107ffffffff
51308.26,842b187ffffffff
59501.09,842aad1ffffffff
49011.62,842ad39ffffffff
46982.94,842a819ffffffff
47585.91,842a857ffffffff
45486.45,842a81dffffffff
63898.26,842a90dffffffff
42912.44,842a9e7ffffffff
41454.48,842ad27ffffffff
38859,842af21ffffffff
35209.86,842af23ffffffff
37715.32,842a835ffffffff
59159.27,842a967ffffffff
54996.08,842ab19ffffffff
66831.53,842a935ffffffff
71418.08,842af05ffffffff
91970.16,842af0dffffffff
48113.03,842a8b9ffffffff
44661.73,842a9edffffffff
44077.31,842a9e5ffffffff
56528.96,842b8d3ffffffff
50231.51,842a855ffffffff
50591.42,842a809ffffffff
69853.19,842b89bffffffff
41066.28,842a83dffffffff
39864.51,842a831ffffffff
64115.64,842aa53ffffffff
87186.11,842a33bffffffff
28656.8,842a9bdffffffff
58450.68,842a933ffffffff
35046.61,842a83bffffffff
36263.84,842a833ffffffff
47248.26,842ad63ffffffff
28371.99,842a985ffffffff
48358.53,842ba8bffffffff
49160.78,842ba9dffffffff
46176.26,842ba91ffffffff
47770.9,842aa3dffffffff
39736.38,842b107ffffffff
64868.95,842a93dffffffff
56020.15,842b1abffffffff
48076.95,842a8d5ffffffff
83190.2,842a8ddffffffff
30250.9,842a987ffffffff
56611.04,842a943ffffffff
65211.37,842b8ddffffffff
57998.34,842b1bdffffffff
63511.39,842b1b5ffffffff
58537.79,842b1a3ffffffff
30645.02,842a9b1ffffffff
42244.1,842a9d9ffffffff
43277.67,842a8d3ffffffff
41349.46,842a8d7ffffffff
56903.57,842ad03ffffffff
36499.52,842ad0dffffffff
52267.74,842a80bffffffff
37128.71,842a9b7ffffffff
40984.11,842a8a3ffffffff
45957.6,842ad49ffffffff
39482.14,842ad01ffffffff
26866.29,842a9abffffffff
61701.76,842a963ffffffff
50909.7,842b8ebffffffff
54335.73,842b889ffffffff
60940.65,842aa9dffffffff
42426.01,842a9d1ffffffff
40099.52,842a89bffffffff
51485.21,842aa23ffffffff
66133.67,842b8b5ffffffff
55455.6,842ab65ffffffff
55189.67,842a165ffffffff
55233.68,842aa59ffffffff
44567.22,842a9c5ffffffff
55138.14,842b8abffffffff
55401.32,842b8c7ffffffff
60072.36,842a80dffffffff
59446.89,842af6dffffffff
46292.2,842ba99ffffffff
42752.07,842ad4dffffffff
57936.76,842ab37ffffffff
52342.57,842aa47ffffffff
55749.73,842aa41ffffffff
73564.16,842aad9ffffffff
55124.48,842af07ffffffff
37856.5,842af3dffffffff
31561.11,842a9a9ffffffff
35756.06,842a837ffffffff
41473.22,842a8a7ffffffff
39602.46,842ad43ffffffff
46596.96,842ad09ffffffff
64323.69,842a951ffffffff
57173.6,842a325ffffffff
55917.46,842a125ffffffff
66572.68,842a919ffffffff
42740.79,842a9cdffffffff
46873.91,842ba95ffffffff
46117.74,842a913ffffffff
57435.86,842ad0bffffffff
46695.16,842a807ffffffff
50695.69,842a8a1ffffffff
115333.66,842aa81ffffffff
26289.11,842a9b5ffffffff
32070.04,842a983ffffffff
44932.15,842a829ffffffff
38244.71,842ad07ffffffff
46926.78,842aa21ffffffff
57255.38,842a81bffffffff
87485.57,842a333ffffffff
51231.28,842babdffffffff
56126.77,842a885ffffffff
41523.75,842a8abffffffff
40119.13,842ad47ffffffff
37520.23,842a9dbffffffff
49218.14,842a867ffffffff
50806.94,842a861ffffffff
48847.7,842aa27ffffffff
35929.82,842a9d5ffffffff
41368.75,842a839ffffffff
52761.11,842a85bffffffff
57010.35,842bab3ffffffff
60649.8,842a941ffffffff
62280.71,842a96bffffffff
42587.87,842ad6bffffffff
46783.82,842a89dffffffff
40379.86,842a815ffffffff
59976.09,842a865ffffffff
54062.7,842b885ffffffff
57757.1,842b8a9ffffffff
33432.2,842a989ffffffff
56313.68,842a93bffffffff
51778.49,842aa2bffffffff
52274.46,842ba93ffffffff
53906.4,842aabbffffffff
65148.38,842a8c9ffffffff
53740.79,842a889ffffffff
40886.25,842aa93ffffffff
53462.53,842aa97ffffffff
50018.28,842a859ffffffff
51594.89,842a851ffffffff
57996.33,842aa19ffffffff
55306.84,842ad5dffffffff
82831.9,842a363ffffffff
38030.14,842b103ffffffff
67033.99,842a91dffffffff
41183.78,842a917ffffffff
74404.22,842aaadffffffff
54957.03,842b8b7ffffffff
61875.21,842af29ffffffff
47402.03,842af2bffffffff
83426.58,842a137ffffffff
71543.59,842a133ffffffff
79656.09,842a131ffffffff
60073.75,842b997ffffffff
38238.23,842ad3dffffffff
57003.4,842a895ffffffff
62995.36,842a953ffffffff
83071.67,842aa8bffffffff
64669.12,842a909ffffffff
32923.86,842a9a1ffffffff
61181.77,842a961ffffffff
39804.13,842a9a7ffffffff
56757.13,842b8b9ffffffff
78160.74,842aa95ffffffff
54345.56,842a911ffffffff
61434.14,842a945ffffffff
67075.15,842a927ffffffff
34780.05,842af25ffffffff
51802.63,842a801ffffffff
65372.03,842a937ffffffff
61505.6,842aa45ffffffff
35851.32,842ad2bffffffff
56598.58,842b897ffffffff
62861.01,842a169ffffffff
42889.01,842ad41ffffffff
60865.43,842aaedffffffff
56305.37,842b8c3ffffffff
39731.56,842a9ddffffffff
49274.24,842aa91ffffffff
36507.72,842ad23ffffffff
47340.39,842aa63ffffffff
47715.78,842aa67ffffffff
58418.02,842a8e3ffffffff
52710.59,842a929ffffffff
32796.92,842a9d7ffffffff
45515.37,842a823ffffffff
53746.65,842a16dffffffff
49630.61,842a9c1ffffffff
71032.11,842b8cbffffffff
29562.55,842a9a3ffffffff
42705.11,842a999ffffffff
42409.83,842a9d3ffffffff
32167.28,842ad21ffffffff
34866.87,842ad05ffffffff
47149.05,842a9c9ffffffff
55648.48,842ba9bffffffff
37151.58,842ad2dffffffff
58317.21,842a8dbffffffff
128618.02,842a13dffffffff
60463.7,842a88dffffffff
86540.46,842aab9ffffffff
71541.13,842bab5ffffffff
103493.56,842a301ffffffff
79313,842a30bffffffff
75445.04,842a367ffffffff
89208.9,842a30dffffffff
79455.04,842a365ffffffff
65647.37,842a8cbffffffff
133324.47,842aaa9ffffffff
45144.15,842af6bffffffff
38807.48,842bad3ffffffff
36604.19,842ad29ffffffff
72540.56,842b89dffffffff
56894.51,842a86bffffffff
41159.49,842a88bffffffff
41968.31,842a881ffffffff
54949.71,842a369ffffffff
55252.74,842b8d5ffffffff
46550.34,842a82bffffffff
49974.54,842aa29ffffffff
46612.61,842a827ffffffff
53097.01,842aa57ffffffff
55314.98,842aa0bffffffff
39872.18,842b139ffffffff
44685.74,842a825ffffffff
59121.8,842aa1dffffffff
69414.89,842aa13ffffffff
61972.96,842aa17ffffffff
51405.62,842a84bffffffff
48779.4,842a8c3ffffffff
54927.66,842aa15ffffffff
39663.32,842a9b3ffffffff
52682.81,842a8adffffffff
56866.8,842ba97ffffffff
43803.55,842a991ffffffff
43268.72,842bab9ffffffff
33333.32,842a99dffffffff
60405.76,842a947ffffffff
55837.24,842a92dffffffff
52840.97,842a893ffffffff
58027.21,842aa51ffffffff
63672.53,842a96dffffffff
57739.32,842a84dffffffff
53767.27,842aa61ffffffff
39368.69,842b1edffffffff
35323.25,842a9e3ffffffff
39600.84,842b13bffffffff
49223.2,842a8a5ffffffff
41132.64,842a811ffffffff
53430.34,842b8bbffffffff
58769.43,842aa11ffffffff
50719.45,842ad65ffffffff
58844.67,842aab1ffffffff
79714.83,842a8c1ffffffff
45277.62,842a91bffffffff
69187.11,842b8a3ffffffff
44895.36,842ad35ffffffff
41578.78,842b117ffffffff
58554.22,842a843ffffffff
58278.36,842aa69ffffffff
54000.94,842aa3bffffffff
55051.87,842a8c7ffffffff
43484.25,842a8e9ffffffff
48960.53,842a8e1ffffffff
39293.97,842a8edffffffff
50829.18,842a95bffffffff
56010.57,842a9adffffffff
44312.77,842a9a5ffffffff
58617.97,842a8b1ffffffff
55156.33,842a813ffffffff
54623.99,842bab1ffffffff
53498.15,842aa09ffffffff
93743.57,842a155ffffffff
64986.23,842a8a9ffffffff
54654.32,842a8b3ffffffff
53201.03,842b8c5ffffffff
62144.85,842b8d7ffffffff
42019.73,842bad7ffffffff
35341.59,842a995ffffffff
39470.41,842bad5ffffffff
63050.14,842b8c1ffffffff
54231.04,842ab11ffffffff
52397.9,842aa01ffffffff
40556.48,842b11dffffffff
60791.37,842aa03ffffffff
49705.34,842a849ffffffff
70130.85,842a327ffffffff
46870.54,842aa35ffffffff
47409.2,842aa0dffffffff
53371.33,842aa55ffffffff
61405.4,842a8c5ffffffff
38709.94,842a993ffffffff
45862.04,842a887ffffffff
39336.17,842a99bffffffff
62222.4,842b8d9ffffffff
59792.58,842b887ffffffff
77823.88,842a145ffffffff
94948.85,842a06dffffffff
64042.72,842a8cdffffffff
67703.77,842aae1ffffffff
64446.35,842a321ffffffff
95516.29,842a151ffffffff
57578.85,842a8b5ffffffff
65744.91,842a361ffffffff
53142.76,842a915ffffffff
62442.41,842a901ffffffff
45090.18,842a8bdffffffff
54731.01,842ab1bffffffff
117193.01,842a101ffffffff
50680.57,842b8b3ffffffff
44291.74,842af35ffffffff
48650.06,842babbffffffff
59874.79,842a36dffffffff
52077.03,842af2dffffffff
67341.47,842a94dffffffff
58324.25,842aad5ffffffff
44832.43,842af31ffffffff
46601.49,842af3bffffffff
46884.5,842ac6dffffffff
39584.21,842af37ffffffff
50891.42,842a82dffffffff
66092.21,842a36bffffffff
42319.65,842a9bbffffffff
57133.35,842a959ffffffff
53921.44,842b8cdffffffff
49328.1,842b1a1ffffffff
77743.11,842a90bffffffff
61282.09,842aa5dffffffff
71346.78,842aa89ffffffff
62342.43,842a32dffffffff
68689.46,842a8bbffffffff
40824.93,842a9c7ffffffff
43211.31,842ba83ffffffff
58541.43,842b8d1ffffffff
38945.1,842a8e5ffffffff
55338.92,842ab53ffffffff
37704.9,842a9e1ffffffff
44084.32,842a853ffffffff
57631.81,842b1a9ffffffff
39168.11,842a9e9ffffffff
44389.28,842b813ffffffff
50298.06,842a869ffffffff
52579.46,842a85dffffffff
60743.19,842aae5ffffffff
56662.18,842a921ffffffff
36776.22,842ad25ffffffff
68517.51,842af65ffffffff
64019.59,842b8dbffffffff
86276.8,842a069ffffffff
40818.47,842a9c3ffffffff
42155.66,842a899ffffffff
47066,842aa25ffffffff
73588.61,842ab67ffffffff
62718.94,842a161ffffffff
66140.65,842a34dffffffff
45126.77,842a805ffffffff
80235.95,842a323ffffffff
34088.97,842a9b9ffffffff
32798.21,842af27ffffffff
61349.08,842af03ffffffff
102894.66,842a147ffffffff
65834.57,842a841ffffffff
36180.11,842a981ffffffff
90314.84,842aaa1ffffffff
55110.45,842a923ffffffff
65893,842a065ffffffff
79359,842a955ffffffff
73733.48,842ab31ffffffff
107366.16,842aa87ffffffff
36875,842bac3ffffffff
36922.43,842bacbffffffff
37434.58,842baddffffffff
43219,842b135ffffffff
41185.67,842bad1ffffffff
55508.16,842b137ffffffff
51016.63,842b133ffffffff
45769.95,842b1e5ffffffff
39073.32,842b1e7ffffffff
37655.12,842b1e1ffffffff
64139.12,842b881ffffffff
54010.26,842b88dffffffff
52496.18,842b8b1ffffffff
57170.79,842a94bffffffff
53646.94,842aa2dffffffff
46471.12,842ad4bffffffff
62958.46,842aaa5ffffffff
56571.85,842b1a7ffffffff
69158.81,842a847ffffffff
64973.8,842a965ffffffff
82957.44,842aaa3ffffffff
52436.74,842b88bffffffff
41555.02,842b1e3ffffffff
65316.74,842af67ffffffff
59205.31,842aa4dffffffff
67094.16,842b899ffffffff
46811.24,842a883ffffffff
41250.53,842a817ffffffff
72517.56,842aa6dffffffff
45542.81,842aa07ffffffff
46923.86,842aa05ffffffff
42154.4,842af45ffffffff
47615.68,842af69ffffffff
62778.99,842aa39ffffffff
60827.71,842aa43ffffffff
54559.33,842b883ffffffff
58927.14,842b895ffffffff
47286.4,842a9cbffffffff
50011.77,842af15ffffffff
65801.79,842aaddffffffff
45500.31,842b1adffffffff
43402.68,842a997ffffffff
51930.7,842a821ffffffff
41999.03,842a891ffffffff
79874.9,842ad15ffffffff
72329.27,842bab7ffffffff
36850.96,842a9ebffffffff
65889.18,842aa99ffffffff
101346.16,842a123ffffffff
82679.39,842a329ffffffff
82286.83,842aac3ffffffff
63639.23,842a903ffffffff
76258.83,842aab5ffffffff
51214.05,842aa6bffffffff
31960.42,842a98dffffffff
51007.21,842a8e7ffffffff
29720.7,842a98bffffffff
88962.1,842aaebffffffff
71078.31,842ab15ffffffff
40487.57,842b18dffffffff
89976.96,842aac7ffffffff
66977.17,842aab3ffffffff
52115.47,842a8b7ffffffff
49582.6,842aa33ffffffff
52742.53,842a8ebffffffff
61283.23,842a969ffffffff
44208.87,842b185ffffffff
38454.91,842b101ffffffff
59878.53,842aa31ffffffff
45036.91,842ad45ffffffff
78658.57,842a127ffffffff
59599.97,842aa1bffffffff
47172.86,842a803ffffffff
62830.33,842a905ffffffff
55223.52,842b8e9ffffffff
54081.38,842a92bffffffff
47917,842af17ffffffff
56298.4,842aad7ffffffff
46564.35,842b1a5ffffffff
57335.33,842aaa7ffffffff
37478.87,842b1ebffffffff
58199.38,842a31dffffffff
73517.01,842a14dffffffff
86329.35,842a149ffffffff
56762.72,842bad9ffffffff
50714.83,842b131ffffffff
50002.1,842badbffffffff
65617.17,842aa4bffffffff
62531.46,842b8bdffffffff
70661.54,842aa49ffffffff
84812.2,842a331ffffffff
80223.49,842a335ffffffff
78523.84,842a957ffffffff
59173.08,842a86dffffffff
55862.75,842a95dffffffff
54180.77,842aa37ffffffff
59078.1,842a12dffffffff
52806,842b9dbffffffff
54596.14,842b8edffffffff
70157.67,842aac5ffffffff
85726.89,842aab7ffffffff
78108.64,842a939ffffffff
38983,842b12bffffffff
38983,842b123ffffffff
38983,842b13dffffffff
38867.55,842bac9ffffffff
37095,842b1c5ffffffff
67186.25,842b893ffffffff
83898.67,842ad6dffffffff
75495.3,842aadbffffffff
74113.05,842a8d9ffffffff
141216.16,842aa85ffffffff
75587.16,842a925ffffffff
76787.88,842a931ffffffff
97513.66,842aa8dffffffff
53795.16,842a863ffffffff
86980.53,842a16bffffffff
102765.96,842a305ffffffff
88374.28,842aac1ffffffff
72872.64,842aacdffffffff
109900.58,842aac9ffffffff
105576.56,842a339ffffffff
62496.68,842a167ffffffff
78783.98,842aae7ffffffff
81550.15,842a337ffffffff
85225.27,842b891ffffffff
88622.01,842aacbffffffff
76204.1,842ab3bffffffff
65935.15,842ad69ffffffff
129536.78,842a10dffffffff
101329.19,842a32bffffffff
120764.74,842a307ffffffff
53750.41,842ab17ffffffff
133874.66,842a12bffffffff
94972.35,842a143ffffffff
103569.26,842a33dffffffff
76944.46,842a121ffffffff
74330.88,842b993ffffffff
57597.54,842ab13ffffffff
78597.65,842a845ffffffff
117428.91,842a105ffffffff
93658.2,842a315ffffffff
64733.47,842ab33ffffffff
90291.13,842a163ffffffff
97283.41,842a14bffffffff
74751.48,842ab25ffffffff
87838.53,842a129ffffffff
79454.94,842a897ffffffff
61018.59,842a907ffffffff
53158.12,842ad61ffffffff
58052.17,842aa5bffffffff
108543.59,842aae3ffffffff
71090.73,842aae9ffffffff
105237.77,842a139ffffffff
134948.15,842aaabffffffff
73178.77,842a345ffffffff
90125.8,842a135ffffffff
95765.5,842a141ffffffff
64297.46,8444a5bffffffff
72237.03,8444ac5ffffffff
33120.5,8444ca1ffffffff
68039.74,8444a1bffffffff
19410.47,8444121ffffffff
29539.28,844412dffffffff
69004.78,8444a13ffffffff
62960.87,8444acdffffffff
19652.34,8444737ffffffff
51832.32,8444d23ffffffff
48613.69,84446c5ffffffff
45475.01,8444d59ffffffff
29143.95,8444733ffffffff
54019.41,8444559ffffffff
67471.06,8444467ffffffff
33979.41,8444ca9ffffffff
34602,844455dffffffff
47606.98,8444717ffffffff
45047.65,8444ac1ffffffff
43775.2,8444ad7ffffffff
47222.41,8444c27ffffffff
70451.04,8444a19ffffffff
0,8444543ffffffff
57628.13,84446e1ffffffff
54961.14,8444127ffffffff
34367.92,8444a53ffffffff
0,8444129ffffffff
47458.44,8444465ffffffff
0,844415dffffffff
55502.66,8444cabffffffff
42593.28,8444ac3ffffffff
48189.16,844473bffffffff
30860.75,8444c25ffffffff
66036.41,8444e51ffffffff
21182,844454bffffffff
62302.22,8444ab9ffffffff
40357.53,8444cadffffffff
0,8444a55ffffffff
55259.72,8444501ffffffff
65550.14,8444f63ffffffff
39127.89,8444ca5ffffffff
0,8444143ffffffff
89719.32,8444a87ffffffff
43041.43,84441a7ffffffff
47561.33,8444e47ffffffff
37687.29,8444c59ffffffff
47814.14,8444ac7ffffffff
56619.74,844455bffffffff
75929.5,8444167ffffffff
79727.99,8444aebffffffff
74553.98,8444131ffffffff
44835.35,844444dffffffff
63612.5,8444abbffffffff
57540.49,84441abffffffff
54617.42,8444a11ffffffff
52199.68,8444133ffffffff
79843.77,84441e3ffffffff
46359.22,84441a3ffffffff
57051.32,84446cdffffffff
41453.81,8444e6bffffffff
66499.07,8444d01ffffffff
57534.51,8444461ffffffff
66331.01,8444125ffffffff
37752.82,8444d1bffffffff
84943.18,844416bffffffff
45405.13,8444de9ffffffff
56552.67,844412bffffffff
47564.72,8444ebdffffffff
52257.33,8444e43ffffffff
69765.1,8444a17ffffffff
63529.85,844450dffffffff
66194.02,8444165ffffffff
33371.34,8444f45ffffffff
30890.67,8444731ffffffff
69098.26,844413bffffffff
62609.56,84441a9ffffffff
36763.73,8444ad5ffffffff
44283,8444d2bffffffff
35139.6,84444c7ffffffff
55853.7,8444469ffffffff
38799.41,84444bbffffffff
35563.58,8444497ffffffff
44441.52,8444409ffffffff
49237.58,844468bffffffff
34284.08,8444ec1ffffffff
35152.26,8444d15ffffffff
42094.93,8444513ffffffff
47929.28,8444cc7ffffffff
34845.16,844440bffffffff
35883.72,8444531ffffffff
40924.85,8444e1dffffffff
54294.37,8444e11ffffffff
48106.03,8444d8dffffffff
37870.32,8444d11ffffffff
45813.46,8444ad3ffffffff
38550.32,8444d37ffffffff
41273.42,8444ccbffffffff
29392.03,8444f11ffffffff
31711.97,8444f1dffffffff
36547.02,8444f15ffffffff
53627.01,8444f03ffffffff
42155.28,8444c8dffffffff
35269.39,8444c47ffffffff
38457.4,8444c37ffffffff
30422.93,8444537ffffffff
54228.42,8444445ffffffff
40309.42,8444de7ffffffff
24225,8444535ffffffff
50564.92,8444da3ffffffff
44944.43,8444491ffffffff
41975.25,8444403ffffffff
35206.29,8444439ffffffff
48442.8,8444415ffffffff
39168.04,8444d17ffffffff
44859.19,8444d9dffffffff
48363.79,8444d5bffffffff
47842.98,8444db1ffffffff
43780.82,84444e9ffffffff
37015.34,84444edffffffff
40671.4,8444417ffffffff
40618.36,8444c41ffffffff
64631.65,84446d3ffffffff
35480.65,8444c2dffffffff
44173.93,8444519ffffffff
48891.31,8444419ffffffff
57888.28,844445bffffffff
56074.44,8444459ffffffff
49501.27,84441a5ffffffff
33920.09,844453dffffffff
38408.41,8444427ffffffff
43471.96,84445c9ffffffff
30000.53,84445d1ffffffff
41975.96,84445ddffffffff
80756.32,8444567ffffffff
41806.36,8444691ffffffff
40659.53,844452bffffffff
40549.73,8444e07ffffffff
45509.67,8444c57ffffffff
35721.28,8444c51ffffffff
46011.29,8444dc9ffffffff
26743.06,844458bffffffff
33663.41,84445d5ffffffff
39899.32,8444c31ffffffff
49308.68,8444525ffffffff
55280.31,8444e53ffffffff
49572.72,84444a3ffffffff
36137.54,8444d3bffffffff
38285.76,84445e3ffffffff
42873.99,8444c4bffffffff
43531.05,8444c43ffffffff
37866.83,8444c2bffffffff
37371.36,8444e23ffffffff
46663.11,8444d89ffffffff
41483.8,84445abffffffff
31636.34,8444cb3ffffffff
37550.06,8444cd7ffffffff
40857.11,8444c9dffffffff
41944.37,84446a1ffffffff
39058.39,84446a3ffffffff
34217.34,8444523ffffffff
39920.58,8444e85ffffffff
47519,84446bbffffffff
40539.59,8444695ffffffff
45732.85,8444e15ffffffff
32261.7,8444ed9ffffffff
34167.56,8444533ffffffff
29637.27,8444e33ffffffff
58076.17,8444adbffffffff
43924.92,8444ad9ffffffff
43734.49,8444e27ffffffff
39313.7,8444f53ffffffff
46159,8444c03ffffffff
43745.48,8444dc1ffffffff
50899.69,84446bdffffffff
43763.62,8444f49ffffffff
49094.71,8444503ffffffff
64965.99,844413dffffffff
60060.49,8444123ffffffff
55766.49,8444ac9ffffffff
37009.22,8444c3dffffffff
37844.19,8444ed1ffffffff
38349.56,84444e5ffffffff
51660.96,84446d7ffffffff
38721.67,8444ec3ffffffff
49256.05,8444ec7ffffffff
37364.74,8444de5ffffffff
53223.7,8444ce1ffffffff
44396.75,8444511ffffffff
51002.4,8444c9bffffffff
39330.54,8444ea9ffffffff
49426.23,8444e05ffffffff
44400.27,8444e0dffffffff
47964.1,8444e2bffffffff
39305.13,8444e3dffffffff
60580.15,84446d9ffffffff
48533.74,8444e89ffffffff
51765.32,8444f39ffffffff
41887.2,84445a5ffffffff
41328.72,84445a7ffffffff
57442.37,8444e55ffffffff
40369.26,8444c61ffffffff
35354.7,844458dffffffff
39740.87,84441b5ffffffff
36857.44,8444587ffffffff
44896.74,844451bffffffff
34558.55,8444e3bffffffff
64671.41,8444c5bffffffff
49366.79,8444697ffffffff
54615.99,8444f69ffffffff
70751.6,8444135ffffffff
39739.15,844443bffffffff
65028.1,8444f0dffffffff
31532.47,8444435ffffffff
41664.36,8444437ffffffff
39687.75,8444c05ffffffff
40043.83,8444c4dffffffff
29801.21,8444595ffffffff
41678.54,8444495ffffffff
38210.65,8444493ffffffff
33283.54,8444d31ffffffff
39822.58,8444d33ffffffff
57006.96,8444c89ffffffff
68015.33,8444cc5ffffffff
49464.79,8444eadffffffff
52976.67,8444e63ffffffff
35825.42,844459dffffffff
31782.19,84445d7ffffffff
39532.79,8444d97ffffffff
52421.8,84444d9ffffffff
34000.6,844443dffffffff
50249.07,8444ddbffffffff
45153.96,8444ce5ffffffff
38262.52,8444489ffffffff
52548.89,84444c3ffffffff
45670.34,84444d5ffffffff
43288.08,8444499ffffffff
39801.39,8444c85ffffffff
42299.41,84445bdffffffff
51919.58,8444e9dffffffff
46570.76,8444c49ffffffff
49878.91,8444689ffffffff
37260.91,8444c5dffffffff
42624.15,8444dc7ffffffff
42824.37,8444debffffffff
45847.08,8444da7ffffffff
45283.63,84446b9ffffffff
47100.29,8444e97ffffffff
33894.27,844442bffffffff
38936.76,8444f5bffffffff
37835.12,8444f59ffffffff
40651.24,8444f51ffffffff
63332.3,8444ea5ffffffff
44572.95,8444687ffffffff
39490.08,8444d9bffffffff
31007.7,8444589ffffffff
41848.81,8444f3bffffffff
48550.55,8444551ffffffff
40437.03,8444dadffffffff
36414.72,8444d53ffffffff
42061.41,8444d83ffffffff
49316.59,8444ec5ffffffff
50499.42,8444dd9ffffffff
38260.21,8444c45ffffffff
41105.76,8444eb1ffffffff
51404.83,8444eb9ffffffff
39863.46,8444585ffffffff
34818.98,8444d57ffffffff
41894.48,8444c0dffffffff
38444.95,8444c63ffffffff
49405.02,844446bffffffff
41245.03,8444e03ffffffff
38816.31,84445a3ffffffff
72785.72,8444a83ffffffff
61599.14,8444a9dffffffff
69353.62,8444a95ffffffff
53287.75,8444a8bffffffff
64175.75,8444c19ffffffff
38541.74,8444f47ffffffff
36491.56,8444433ffffffff
36574.43,84445d9ffffffff
39850.52,84445a9ffffffff
31746.46,84445e7ffffffff
46659.06,8444685ffffffff
61191.66,84444b7ffffffff
40877.66,8444c55ffffffff
42512.47,8444441ffffffff
43596.44,8444c21ffffffff
48151.39,84446a9ffffffff
35553.38,8444c67ffffffff
51483.24,8444f09ffffffff
51009.74,8444dddffffffff
50869.73,8444cd3ffffffff
42797.86,8444e13ffffffff
25044.12,8444431ffffffff
37903.21,8444ecdffffffff
52818.37,844446dffffffff
39809.61,844453bffffffff
38440.16,8444517ffffffff
47414.31,8444515ffffffff
43119.96,84444bdffffffff
42518.67,8444c33ffffffff
60524.82,8444529ffffffff
39468.45,8444f57ffffffff
36753.4,8444e93ffffffff
67593.48,844452dffffffff
41303.97,8444e17ffffffff
33632.11,8444ec9ffffffff
69539.48,8444d07ffffffff
39665.34,84445b7ffffffff
57838.98,84445b3ffffffff
48740.26,84445b1ffffffff
62580.19,84446e9ffffffff
47248.78,84446edffffffff
37658.91,8444481ffffffff
54728.73,8444f0bffffffff
42193.16,8444dedffffffff
23339.83,8444eddffffffff
36042.28,8444ed5ffffffff
44045.09,8444de1ffffffff
35144.55,8444c97ffffffff
54028.32,8444137ffffffff
49006.69,84444dbffffffff
42799.87,8444addffffffff
46595.42,8444c6dffffffff
35962.25,8444e39ffffffff
58438.86,8444ed7ffffffff
29679.71,8444599ffffffff
37215.78,84445adffffffff
45694.57,8444ed3ffffffff
43408.47,8444e25ffffffff
71064.27,84446c1ffffffff
33685.41,8444e31ffffffff
42691.28,84445edffffffff
44164.31,8444ebbffffffff
61285.81,8444e8bffffffff
56591.48,84446b7ffffffff
54764.36,84444cbffffffff
45399.42,84446b5ffffffff
53162.13,84446adffffffff
56317.86,84446a5ffffffff
61131.8,8444c3bffffffff
74331.94,84446d5ffffffff
51911.66,84446b1ffffffff
69640.51,8444d5dffffffff
40887.79,844451dffffffff
34484.59,8444f19ffffffff
48621.28,8444c1dffffffff
46143.6,8444681ffffffff
47428.81,8444ee5ffffffff
52907.42,844445dffffffff
35934.11,84445ebffffffff
41655.68,8444c83ffffffff
44444.41,8444c81ffffffff
75482.74,84446ddffffffff
41342.66,84444e3ffffffff
43490.8,84444e7ffffffff
44433.48,8444d81ffffffff
48262.22,8444d39ffffffff
43057,84444d1ffffffff
56397.15,8444dd7ffffffff
39892.71,8444c65ffffffff
59608.2,8444f01ffffffff
48017.19,8444cc9ffffffff
48549.75,844441dffffffff
37020.43,8444e19ffffffff
46544.39,8444d93ffffffff
38744.08,84444c5ffffffff
48823.81,8444e81ffffffff
48891.84,8444e8dffffffff
44792.88,8444f41ffffffff
43113.01,8444ea3ffffffff
46141.13,844468dffffffff
